numMobiles	populationSize	mapoModelMaxEvaluations	injectedSolutionsFraction	avg	std	std_percent	time
15	162	3645	70	771,851	41,33	5,35	40,957
15	171	3848	100	720,261	40,11	5,57	29,259
15	189	4252	20	795,877	41,46	5,21	50,254
15	198	4455	50	794,079	35,62	4,49	49,388
15	207	4658	80	769,573	40,73	5,29	49,199
15	225	5062	0	789,545	35,66	4,52	58,029
15	4	108	30	795,583	36,00	4,53	1,833
15	9	243	60	799,221	32,43	4,06	3,278
15	14	378	90	774,267	38,03	4,91	3,808
15	22	594	10	783,836	33,74	4,30	6,940
15	27	729	40	789,407	37,68	4,77	8,913
15	32	864	70	782,398	39,15	5,00	9,386
15	36	972	100	774,773	55,37	7,15	9,600
15	45	1215	20	776,854	33,08	4,26	14,354
15	54	1458	50	777,993	47,04	6,05	15,542
15	63	1701	80	760,483	44,91	5,91	18,424
15	81	2187	0	796,302	31,44	3,95	26,876
15	90	2430	30	775,511	39,70	5,12	26,906
15	99	2673	60	769,025	49,87	6,48	29,933
15	108	2916	90	771,519	39,52	5,12	30,633
15	126	3402	10	788,315	35,10	4,45	40,012
15	135	3645	40	786,169	37,63	4,79	40,912
15	144	3888	70	778,830	39,11	5,02	42,113
15	153	4131	100	728,554	47,43	6,51	33,400
15	171	4617	20	781,901	53,62	6,86	52,666
15	180	4860	50	775,788	51,78	6,67	53,056
15	189	5103	80	779,099	42,35	5,44	54,534
15	207	5589	0	792,613	35,76	4,51	65,269
15	216	5832	30	788,592	37,35	4,74	66,952
15	225	6075	60	779,200	41,06	5,27	69,712
15	4	126	90	723,633	33,61	4,64	1,332
15	14	441	10	781,399	34,43	4,41	5,136
15	18	567	40	760,093	33,43	4,40	6,625
15	22	693	70	772,593	50,18	6,49	8,086
15	27	850	100	756,941	49,39	6,53	8,260
15	36	1134	20	770,602	37,14	4,82	13,631
15	40	1260	50	768,791	42,55	5,53	13,162
15	45	1417	80	771,714	43,85	5,68	16,245
15	63	1984	0	795,424	32,10	4,04	24,273
15	72	2268	30	778,726	43,27	5,56	27,044
15	81	2551	60	767,577	47,84	6,23	29,638
